"collected_date","reported_date","school_board","school_id","school","municipality","confirmed_student_cases","confirmed_staff_cases","confirmed_unspecified_cases","total_confirmed_cases","board.number","board.name","board.type","school.number","school.name","school.type","school.special.condition.code","school.level","school.language","grade.range","street","city","province","postal.code","enrolment","latitude","longitude","percentage.of.students.whose.first.language.is.not.english","percentage.of.students.whose.first.language.is.not.french","percentage.of.students.who.are.new.to.canada.from.a.non.english.speaking.country","percentage.of.students.who.are.new.to.canada.from.a.non.french.speaking.country","percentage.of.students.receiving.special.education.services","percentage.of.students.identified.as.gifted","percentage.of.school.aged.children.who.live.in.low.income.households","percentage.of.students.whose.parents.have.no.degree..diploma.or.certificate","confirmed_unidentified_cases"
2021-09-13,2021-09-14,"Greater Essex County District School Board","164690","Eastwood Public School","Windsor",1,0," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","164690","Eastwood Public School","Public","Not applicable","Elementary","English","JK-8","3555 Forest Glade Dr","Windsor","Ontario","N8R1X8","280",42.30059,-82.9224,30,100,10,10,15,0,30,10,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","909440","Essex District High School","Essex",0,1," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","909440","Essex District High School","Public","Not applicable","Secondary","English","9-12","244 Talbot St N","Essex","Ontario","N8M2E1","735",42.17935,-82.8279,1,100,0,0,19,0,6,3,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","922188","Leamington District Secondary School","Leamington",1,0," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","922188","Leamington District Secondary School","Public","Not applicable","Secondary","English","9-12","80 Oak Street","Leamington","Ontario","N8H2B3","990",42.04592465,-82.6098526,31,100,13,12,15,1,14,28,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","462098","Queen Elizabeth Public School","Leamington",4,0," 0",4,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","462098","Queen Elizabeth Public School","Public","Not applicable","Elementary","English","JK-8","4 Maxon Ave","Leamington","Ontario","N8H2E2","510",42.0453,-82.5953,32,100,17,18,14,1,27,25,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","574155","Queen Victoria Public School","Windsor",1,0," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","574155","Queen Victoria Public School","Public","Not applicable","Elementary","English","JK-8","1376 Victoria Ave","Windsor","Ontario","N8X1P1","495",42.30227,-83.0313,25,100,25,20,15,0,50,15,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","939765","Sandwich Secondary School","Lasalle",1,0," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","939765","Sandwich Secondary School","Public","Not applicable","Secondary","English","9-12","7050 Malden Rd","LaSalle","Ontario","N9J2T5","1040",42.22395,-83.0603,10,100,2,1,15,0,10,3,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","498513","Sandwich West Public School","Lasalle",1,0," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","498513","Sandwich West Public School","Public","Not applicable","Elementary","English","JK-8","2055 Wyoming Ave","LaSalle","Ontario","N9H1P6","800",42.24959,-83.0558,8,100,3,2,9,0,6,1,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","526703","Southwood Public School","Windsor",4,0," 0",4,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","526703","Southwood Public School","Public","Not applicable","Elementary","English","JK-8","1355 Cabana Rd W","Windsor","Ontario","N9G1C3","460",42.25446,-83.0183,35,100,15,20,15,0,15,0,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","243524","Talbot Trail Public School","Windsor",1,0," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","243524","Talbot Trail Public School","Public","Not applicable","Elementary","English","JK-8","4000 Ducharme St","Windsor","Ontario","N9G0A1","925",42.2515,-82.9716,53,100,12,12,12,1,22,2,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","949612","Vincent Massey Secondary School","Windsor",2,0," 0",2,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","949612","Vincent Massey Secondary School","Public","Not applicable","Secondary","English","9-12","1800 Liberty St","Windsor","Ontario","N9E1J2","2050",42.25966,-83.0269,48,100,6,7,9,1,20,5,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","147362","West Gate Public School","Windsor",0,1," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","147362","West Gate Public School","Public","Not applicable","Elementary","English","JK-8","1275 Campbell Ave","Windsor","Ontario","N9B3M7","680",42.3071,-83.0536,24,100,16,16,17,0,59,12,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","918806","Westview Freedom Academy Secondary School","Windsor",1,0," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","918806","Westview Freedom Academy Secondary School","Public","Not applicable","Secondary","English","9-12","1375 California Ave","Windsor","Ontario","N9B2Z8","575",42.29241,-83.0558,59,100,42,43,35,0,40,16,0
2021-09-13,2021-09-14,"Greater Essex County District School Board","950009","W. F. Herman Academy Secondary School","Windsor",1,0," 0",1,"B66028","Greater Essex County DSB","Pub Dist Sch Brd (E/F)","950009","W. F. Herman Academy Secondary School","Public","Not applicable","Secondary","English","9-12","1905 Bernard Rd","Windsor","Ontario","N8W4R6","660",42.30719,-82.9736,16,100,6,6,27,0,28,11,0
2021-09-13,2021-09-14,"Halton Catholic District School Board","696392","St. Francis of Xavier Catholic Secondary School","Milton",1,0," 0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-09-13,2021-09-14,"Halton Catholic District School Board","798010","St. Ignatius of Loyola Catholic Secondary School","Oakville",0,1," 0",1,"B67113","Halton CDSB","Cath Dist Sch Brd (E/F)","798010","St. Ignatius of Loyola Catholic Secondary School","Catholic","Not applicable","Secondary","English","9-12","1550 Nottinghill Gate","Oakville","Ontario","L6M1X7","1325",43.44472,-79.7336,24,100,4,4,14,1,13,1,0
2021-09-13,2021-09-14,"Halton Catholic District School Board","848484","St. Raphael Catholic Elementary School","Burlington",1,0," 0",1,"B67113","Halton CDSB","Cath Dist Sch Brd (E/F)","848484","St. Raphael Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","4056 New St","Burlington","Ontario","L7L1S9","320",43.3542,-79.7672,10,95,5,5,10,0,10,0,0
2021-09-13,2021-09-14,"Halton Catholic District School Board","794978","St. Scholastica Catholic Elementary School","Milton",2,0," 0",2,"B67113","Halton CDSB","Cath Dist Sch Brd (E/F)","794978","St. Scholastica Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","170 WHITLOCK AVE","Town of Milton","Ontario","L9T7K6","445",43.50323,-79.8461,15,100,10,10,10,0,20,0,0
2021-09-13,2021-09-14,"Halton District School Board","890332","Acton District High School","Halton Hills",1,0," 0",1,"B66133","Halton DSB","Pub Dist Sch Brd (E/F)","890332","Acton District High School","Public","Not applicable","Secondary","English","9-12","21 Cedar Rd","Acton","Ontario","L7J2V2","440",43.64305,-80.0332,10,100,0,0,35,0,5,0,0
2021-09-13,2021-09-14,"Halton District School Board","070777","Burlington Central Elementary School","Burlington",2,0," 0",2,"B66133","Halton DSB","Pub Dist Sch Brd (E/F)","070777","Burlington Central Elementary School","Public","Not applicable","Elementary","English","7-8","1433 Baldwin St","Burlington","Ontario","L7S1K4","255",43.32953,-79.8054,25,90,10,10,20,0,20,5,0
2021-09-13,2021-09-14,"Halton District School Board","967740","Craig Kielburger Secondary School","Milton",0,1," 0",1,"B66133","Halton DSB","Pub Dist Sch Brd (E/F)","967740","Craig Kielburger Secondary School","Public","Not applicable","Secondary","English","9-12","1151 Ferguson Drive","Milton","Ontario","L9T7V8","1645",43.51472,-79.8268,40,98,7,8,27,1,11,5,0
2021-09-13,2021-09-14,"Halton District School Board","111600","Hawthorne Village Public School","Milton",2,0," 0",2,"B66133","Halton DSB","Pub Dist Sch Brd (E/F)","111600","Hawthorne Village Public School","Public","Not applicable","Elementary","English","JK-8","850 Bennett Blvd.","Milton","Ontario","L9T6X9","1065",43.51421,-79.838,46,100,5,5,14,0,9,3,0
2021-09-13,2021-09-14,"Halton District School Board","445193","Pineland Public School","Burlington",1,0," 0",1,"B66133","Halton DSB","Pub Dist Sch Brd (E/F)","445193","Pineland Public School","Public","Not applicable","Elementary","English","JK-8","5121 Meadowhill Rd","Burlington","Ontario","L7L3K7","540",43.36769,-79.7465,21,97,1,1,7,2,7,1,0
2021-09-13,2021-09-14,"Halton District School Board","310777","P. L. Robertson Public School","Milton",1,0," 0",1,"B66133","Halton DSB","Pub Dist Sch Brd (E/F)","310777","P. L. Robertson Public School","Public","Not applicable","Elementary","English","JK-8","840 Scott Blvd.","Milton","Ontario","L9T2C9","1020",43.48768,-79.871,58,99,11,11,9,0,12,1,0
2021-09-13,2021-09-14,"Halton District School Board","515353","Sir Ernest Macmillan Public School","Burlington",0,1," 0",1,"B66133","Halton DSB","Pub Dist Sch Brd (E/F)","515353","Sir Ernest Macmillan Public School","Public","Not applicable","Elementary","English","JK-8","1350 Headon Rd","Burlington","Ontario","L7M1V8","335",43.36889,-79.8071,15,100,0,5,10,0,10,5,0
2021-09-13,2021-09-14,"Halton District School Board","369253","Viola Desmond Public School","Milton",1,0," 0",1,"B66133","Halton DSB","Pub Dist Sch Brd (E/F)","369253","Viola Desmond Public School","Public","Not applicable","Elementary","English","JK-8","1450 Leger Way","Milton","Ontario","L9E1H9","1080",43.48978,-79.8611,73,100,15,15,6,0,16,1,0
2021-09-13,2021-09-14,"Hamilton-Wentworth Catholic District School Board","689386","Bishop Tonnos Catholic Secondary School","Hamilton",1,0," 0",1,"B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","689386","Bishop Tonnos Catholic Secondary School","Catholic","Not applicable","Secondary","English","9-12","100 Panabaker Dr","Ancaster","Ontario","L9G5E3","1220",43.2017,-79.9952,11,100,2,2,15,1,9,5,0
2021-09-13,2021-09-14,"Hamilton-Wentworth Catholic District School Board","690279","Blessed Sacrament Catholic Elementary School","Hamilton",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","690406","Blessed Sacrament Separate School","Catholic","Not applicable","Elementary","English","JK-8","1063 Oxford St E","London","Ontario","N5Y3L4","290",43.0053,-81.2182,30,100,40,35,10,0,40,20,0
2021-09-13,2021-09-14,"Hamilton-Wentworth Catholic District School Board","825892","St. Gabriel Catholic Elementary School","Hamilton",1,0," 0",1,"B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","825892","St. Gabriel Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","1361 Barton Street East","Stoney Creek","Ontario","L8E5L1","555",43.21128,-79.6431,4,100,2,1,7,1,6,4,0
2021-09-13,2021-09-14,"Hamilton-Wentworth Catholic District School Board","799530","St. James the Apostle Catholic Elementary School","Hamilton",0,2," 0",2,"B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","799530","St. James the Apostle Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","29 John Murray St","Stoney Creek","Ontario","L8J1C5","340",43.19166,-79.7839,10,100,5,5,10,0,20,5,0
2021-09-13,2021-09-14,"Hamilton-Wentworth Catholic District School Board","694134","St. John Henry Newman Catholic Secondary School","Hamilton",1,0," 0",1,"B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","694134","St. John Henry Newman Catholic Secondary School","Catholic","Not applicable","Secondary","English","9-12","127 Gray Rd","Stoney Creek","Ontario","L8G3V3","1550",43.22159,-79.7455,15,100,2,2,17,1,12,8,0
2021-09-13,2021-09-14,"Hamilton-Wentworth Catholic District School Board","773786","St. ThÃ©rÃ¨se of Lisieux Catholic Elementary School","Hamilton",0,1," 0",1,"B67121","Hamilton-Wentworth CDSB","Cath Dist Sch Brd (E/F)","773786","St. Thérèse of Lisieux Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","1760 Garth Street","Hamilton","Ontario","L9B2X5","690",43.2059,-79.916,10,100,3,2,8,0,10,3,0
2021-09-13,2021-09-14,"Hamilton-Wentworth Catholic District School Board","855685","St. Thomas More Catholic Secondary School","Hamilton",3,0," 0",3,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","855898","St Thomas More Separate School","Catholic","Not applicable","Elementary","English","JK-8","18 Wychwood Pk","London","Ontario","N6G1R5","255",42.999,-81.2896,40,100,40,40,10,0,45,10,0
2021-09-13,2021-09-14,"Hamilton-Wentworth District School Board","488921","Dr. J. Edgar Davey (New) Elementary Public School","Hamilton",0,1," 0",1,"B66141","Hamilton-Wentworth DSB","Pub Dist Sch Brd (E/F)","488921","Dr. J. Edgar Davey Elementary Public School","Public","Not applicable","Elementary","English","JK-8","99 Ferguson Ave.","Hamilton","Ontario","L8R1L6","560",43.2577,-79.8604,57,100,21,22,15,0,54,22,0
2021-09-13,2021-09-14,"Hamilton-Wentworth District School Board","303755","Lake Avenue Public School","Hamilton",0,1," 0",1,"B66141","Hamilton-Wentworth DSB","Pub Dist Sch Brd (E/F)","303755","Lake Avenue Public School","Public","Not applicable","Elementary","English","JK-8","157 Lake Avenue North","Stoney Creek","Ontario","L8E1L5","585",43.232,-79.7555,73,100,24,24,11,0,48,12,0
2021-09-13,2021-09-14,"Hamilton-Wentworth District School Board","484199","Ridgemount Junior Public School","Hamilton",1,0," 0",1,"B66141","Hamilton-Wentworth DSB","Pub Dist Sch Brd (E/F)","484199","Ridgemount Junior Public School","Public","Not applicable","Elementary","English","JK-8","65 Hester Street","Hamilton","Ontario","L9A2N3","460",43.22451,-79.8793,55,100,15,10,10,0,25,5,0
2021-09-13,2021-09-14,"Hamilton-Wentworth District School Board","516244","Sir Wilfrid Laurier Public School","Hamilton",1,0," 0",1,"B66141","Hamilton-Wentworth DSB","Pub Dist Sch Brd (E/F)","516244","Sir Wilfrid Laurier Public School","Public","Not applicable","Elementary","English","JK-8","70 Albright Road","Hamilton","Ontario","L9H0A3","425",43.21792,-79.7878,35,100,15,10,20,0,30,10,0
2021-09-13,2021-09-14,"Hamilton-Wentworth District School Board","548022","Tapleytown Public School","Hamilton",0,1," 0",1,"B66141","Hamilton-Wentworth DSB","Pub Dist Sch Brd (E/F)","548022","Tapleytown Public School","Public","Not applicable","Elementary","English","JK-8","390 Mud Street","Stoney Creek","Ontario","L8J3C6","220",43.18117,-79.7335,20,100,10,10,10,0,20,0,0
2021-09-13,2021-09-14,"Hastings & Prince Edward District School Board","244600","Harmony Public School","Belleville",1,0," 0",1,"B66222","Hastings & Prince Edward DSB","Pub Dist Sch Brd (E/F)","244600","Harmony Public School","Public","Not applicable","Elementary","English","JK-8","626 Harmony Rd RR 1","Corbyville","Ontario","K0K1V0","680",44.24096,-77.3847,3,100,1,1,15,0,11,1,0
2021-09-13,2021-09-14,"Huron Perth Catholic District School Board","832545","St Michael Catholic Secondary School","Stratford",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","832758","St Michael Separate School","Catholic","Not applicable","Elementary","English","JK-8","926 Maitland St","London","Ontario","N5Y2X1","320",43.0042,-81.2446,50,95,60,60,10,0,50,30,0
2021-09-13,2021-09-14,"Huron-Superior Catholic District School Board","826901","St Mary's French Immersion Catholic School","Sault Ste. Marie",1,0," 0",1,"B29025","Huron-Superior CDSB","Cath Dist Sch Brd (E/F)","826901","St Mary's French Immersion Catholic School","Catholic","Not applicable","Elementary","English","JK-8","124 Gibbs St","Sault Ste Marie","Ontario","P6A5H6","390",46.52245,-84.2669,0,100,5,5,15,0,10,0,0
2021-09-13,2021-09-14,"Kawartha Pine Ridge District School Board","449510","Kaawaate East City Public School Elementary Public School","Peterborough",0,1," 0",1,"B66079","Kawartha Pine Ridge DSB","Pub Dist Sch Brd (E/F)","449510","Kaawaate East City Public School Elementary Public School","Public","Not applicable","Elementary","English","K-8","220 Hunter Street East","Peterborough","Ontario","K9H1H1","NA",44.30781144,-78.30510586,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-09-13,2021-09-14,"Kawartha Pine Ridge District School Board","403350","North Shore Public School","Otonabee-South Monaghan",1,0," 0",1,"B66079","Kawartha Pine Ridge DSB","Pub Dist Sch Brd (E/F)","403350","North Shore Public School","Public","Not applicable","Elementary","English","JK-8","42 Pinecrest Avenue","Keene","Ontario","K0L2G0","380",44.23823,-78.1819,0,100,0,0,15,0,10,0,0
2021-09-13,2021-09-14,"Kawartha Pine Ridge District School Board","947563","Thomas A Stewart Secondary School","Peterborough",1,0," 0",1,"B66079","Kawartha Pine Ridge DSB","Pub Dist Sch Brd (E/F)","947563","Thomas A Stewart Secondary School","Public","Not applicable","Secondary","English","9-12","1009 Armour Rd","Peterborough","Ontario","K9H7H2","1065",44.33092,-78.3099,6,99,5,5,32,0,15,3,0
2021-09-13,2021-09-14,"Kawartha Pine Ridge District School Board","587443","Waverley Public School","Clarington",2,0," 0",2,"B66079","Kawartha Pine Ridge DSB","Pub Dist Sch Brd (E/F)","587443","Waverley Public School","Public","Not applicable","Elementary","English","JK-8","168 Waverley Rd","Bowmanville","Ontario","L1C3Y8","325",43.902,-78.6918,0,100,0,5,15,0,10,0,0
2021-09-13,2021-09-14,"Lakehead District School Board","952087","Westgate Collegiate and Vocational Institute","Thunder Bay",1,0," 0",1,"B28061","Lakehead DSB","Pub Dist Sch Brd (E/F)","952087","Westgate Collegiate and Vocational Institute","Public","Vocational/Occupational","Secondary","English","9-12","707 James St S","Thunder Bay","Ontario","P7E2V9","1075",48.37316,-89.2911,2,100,1,0,24,0,13,7,0
2021-09-13,2021-09-14,"Lambton Kent District School Board","919322","Chatham-Kent Secondary School","Chatham-Kent",1,0," 0",1,"B66036","Lambton Kent DSB","Pub Dist Sch Brd (E/F)","919322","Chatham-Kent Secondary School","Public","Not applicable","Secondary","English","9-12","285 McNaughton Ave E","Chatham","Ontario","N7L2G7","1175",42.42163,-82.1913,8,100,2,2,20,1,16,8,0
